"КАТЕГОРИЯ","НОМЕНКЛАТУРА","АВТОР","ИЗДАТЕЛЬСТВО","ГОД ИЗДАНИЯ","НОМЕНКЛАТУРА.КОЛИЧЕСТВО СТРАНИЦ","ИСПОЛНЕНИЕ ПЕРЕПЛЕТА","НОМЕНКЛАТУРА.ФОРМАТ КНИГИ","НОМЕНКЛАТУРА.ISBN","НОМЕНКЛАТУРА.СТАНДАРТ","НОМЕНКЛАТУРА.АННОТАЦИЯ","НОМЕНКЛАТУРА.АРТИКУЛ","НОМЕНКЛАТУРА.ИНТЕРНЕТ ССЫЛКА ДЛЯ EOTR","СЕРИЯ","РОЗНИЧНАЯ","СЕБЕСТОИМОСТЬ","СТАТУС","ДАТА"
"Всемирный музей / малотиражная серия/","Гарофало","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0245-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Гарофало. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143069","http://www.belygorod.ru/b/N20528143069.jpg","Всемирный музей","400.0","308.0","o","2019-09-21"
"Всемирный музей / малотиражная серия/","Герард Давид","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х2","978-5-3590-0191-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Герарда Давида. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143059","http://www.belygorod.ru/b/N20528143059.jpg","Всемирный музей","400.0","286.0","o","2010-07-30"
"Всемирный музей / малотиражная серия/","Джон Констебл","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х2","978-5-3590-0253-0","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Джона Констебла. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143068","http://www.belygorod.ru/b/N20528143068.jpg","Всемирный музей","400.0","333.0","o","2011-04-06"
"Всемирный музей / малотиражная серия/","Джошуа Рейнолдс","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х2","978-5-3590-0261-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Джошуа Рейнолдса. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143063","http://www.belygorod.ru/b/N20528143063.jpg","Всемирный музей","400.0","308.0","o","2018-01-14"
"Всемирный музей / малотиражная серия/","Джузеппе Арчимбольдо","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х5","978-5-3590-0237-0","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Джузеппе Арчимбольдо. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143049","http://www.belygorod.ru/b/N20528143049.jpg","Всемирный музей","400.0","308.0","o","2018-08-23"
"Всемирный музей / малотиражная серия/","Дирк Баутс","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х3","978-5-3590-0188-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Дирка Баутса. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143058","http://www.belygorod.ru/b/N20528143058.jpg","Всемирный музей","400.0","286.0","o","2012-05-19"
"Всемирный музей / малотиражная серия/","Дмитрий Левицкий","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0178-6","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Дмитрия Левицкого. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143030","http://www.belygorod.ru/b/N20528143030.jpg","Всемирный музей","400.0","308.0","o","2013-03-04"
"Всемирный музей / малотиражная серия/","Дуччо","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0242-4","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Дуччо ди Буонинсенья. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143057","http://www.belygorod.ru/b/N20528143057.jpg","Всемирный музей","400.0","333.0","o","2010-07-05"
"Всемирный музей / малотиражная серия/","Ефим Волков","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х3","978-5-3590-0175-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Ефима Волкова. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143036","http://www.belygorod.ru/b/N20528143036.jpg","Всемирный музей","400.0","308.0","o","2013-09-26"
"Всемирный музей / малотиражная серия/","Иван Айвазовский. «Безмолвное море, лазурное море…»","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х5","978-5-3590-0302-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Ивана Айвазовского. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143035","http://www.belygorod.ru/b/N20528143035.jpg","Всемирный музей","400.0","333.0","o","2012-09-11"
"Всемирный музей / малотиражная серия/","Иван Айвазовский. «Вижу мощь я родной стороны…»","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0301-8","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Ивана Айвазовского. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143034","http://www.belygorod.ru/b/N20528143034.jpg","Всемирный музей","400.0","333.0","o","2012-03-20"
"Всемирный музей / малотиражная серия/","Иван Айвазовский. Моря сердитого шум…","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х3","978-5-3590-0154-0","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Ивана Айвазовского. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143016","http://www.belygorod.ru/b/N20528143016.jpg","Всемирный музей","400.0","308.0","o","2014-06-27"
"Всемирный музей / малотиражная серия/","Исаак Левитан","----------","Белый город. Воскресный день","2016","9","репродукция","310х418х3","978-5-3590-0155-7","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Исаака Левитана. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143018","http://www.belygorod.ru/b/N20528143018.jpg","Всемирный музей","400.0","308.0","o","2018-10-07"
"Всемирный музей / малотиражная серия/","Йос ван Клеве","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0252-3","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Йос ван Клеве. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143083","http://www.belygorod.ru/b/N20528143083.jpg","Всемирный музей","400.0","308.0","o","2015-03-02"
"Всемирный музей / малотиражная серия/","Караваджо","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х2","978-5-3590-0327-8","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Караваджо. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143089","http://www.belygorod.ru/b/N20528143089.jpg","Всемирный музей","400.0","333.0","o","2011-03-17"
"Всемирный музей / малотиражная серия/","Константин Трутовский","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х3","978-5-3590-0172-4","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Константина Трутовского. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143015","http://www.belygorod.ru/b/N20528143015.jpg","Всемирный музей","400.0","308.0","o","2017-10-05"
"Всемирный музей / малотиражная серия/","Лудолф Бакхейзен","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0238-7","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Лудолфа Бакхейзена. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».  .","20528143055","http://www.belygorod.ru/b/N20528143055.jpg","Всемирный музей","400.0","286.0","o","2015-06-19"
"Всемирный музей / малотиражная серия/","Лука Джордано","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0241-7","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Луки Джордано. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143079","http://www.belygorod.ru/b/N20528143079.jpg","Всемирный музей","400.0","308.0","o","2015-03-24"
"Всемирный музей / малотиражная серия/","Михаил Гермашев","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х5","978-5-3590-0159-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Михаила Гермашева. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143048","http://www.belygorod.ru/b/N20528143048.jpg","Всемирный музей","400.0","308.0","o","2013-07-20"
"Всемирный музей / малотиражная серия/","Михаил Клодт","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х3","978-5-3590-0161-8","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Михаила Клодта. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143019","http://www.belygorod.ru/b/N20528143019.jpg","Всемирный музей","400.0","286.0","o","2015-06-18"
"Всемирный музей / малотиражная серия/","Николай Богданов-Бельский","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х3","978-5-3590-0106-9","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Николая Богданова-Бельского. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143002","http://www.belygorod.ru/b/N20528143002.jpg","Всемирный музей","400.0","286.0","o","2018-12-24"
"Всемирный музей / малотиражная серия/","Орест Кипренский","----------","Белый город. Воскресный день","2018","9","репродукция","310х418х3","978-5-3590-0183-0","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Ореста Кипренского. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143025","http://www.belygorod.ru/b/N20528143025.jpg","Всемирный музей","400.0","286.0","o","2012-10-18"
"Всемирный музей / малотиражная серия/","Павел Ковалевский","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0162-5","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Павла Ковалевского. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143041","http://www.belygorod.ru/b/N20528143041.jpg","Всемирный музей","400.0","333.0","o","2017-06-25"
"Всемирный музей / малотиражная серия/","Петр Верещагин","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0187-8","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Петра Верещагина. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143064","http://www.belygorod.ru/b/N20528143064.jpg","Всемирный музей","400.0","286.0","o","2020-01-27"
"Всемирный музей / малотиражная серия/","Петр Соколов","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0170-0","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Петра Соколова. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143042","http://www.belygorod.ru/b/N20528143042.jpg","Всемирный музей","400.0","333.0","o","2013-05-02"
"Всемирный музей / малотиражная серия/","Пьеро делла Франческа","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0257-8","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Пьеро делла Франческа. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143073","http://www.belygorod.ru/b/N20528143073.jpg","Всемирный музей","400.0","308.0","o","2014-09-18"
"Всемирный музей / малотиражная серия/","Робер Кампен","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0251-6","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Робера Кампена. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143061","http://www.belygorod.ru/b/N20528143061.jpg","Всемирный музей","400.0","286.0","o","2017-08-23"
"Всемирный музей / малотиражная серия/","Сергей Зарянко","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0176-2","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого русского художника Сергея Зарянко. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143087","http://www.belygorod.ru/b/N20528143087.jpg","Всемирный музей","400.0","286.0","o","2019-01-31"
"Всемирный музей / малотиражная серия/","Симоне Мартини","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0263-9","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Симоне Мартини. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143072","http://www.belygorod.ru/b/N20528143072.jpg","Всемирный музей","400.0","308.0","o","2014-03-28"
"Всемирный музей / малотиражная серия/","Томас Гейнсборо","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0246-2","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Томаса Гейнсборо. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143067","http://www.belygorod.ru/b/N20528143067.jpg","Всемирный музей","400.0","308.0","o","2013-08-19"
"Всемирный музей / малотиражная серия/","Уильям Тёрнер","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0264-6","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Уильяма Тёрнера. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143074","http://www.belygorod.ru/b/N20528143074.jpg","Всемирный музей","400.0","286.0","o","2013-07-03"
"Всемирный музей / малотиражная серия/","Уильям Хогарт","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0249-3","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Уильяма Хогарта. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143066","http://www.belygorod.ru/b/N20528143066.jpg","Всемирный музей","400.0","333.0","o","2015-01-30"
"Всемирный музей / малотиражная серия/","Фра Анджелико","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0244-8","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Фра Анджелико. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143086","http://www.belygorod.ru/b/N20528143086.jpg","Всемирный музей","400.0","286.0","o","2014-08-27"
"Всемирный музей / малотиражная серия/","Франс Халс","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0247-9","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Франса Халса. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143078","http://www.belygorod.ru/b/N20528143078.jpg","Всемирный музей","400.0","308.0","o","2013-01-04"
"Всемирный музей / малотиражная серия/","Ханс Хольбейн Младший","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х5","978-5-3590-0250-9","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Ханса Хольбейна Младшего. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143081","http://www.belygorod.ru/b/N20528143081.jpg","Всемирный музей","400.0","333.0","o","2016-04-17"
"Всемирный музей / малотиражная серия/","Хуго ван дер Гус","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х5","978-5-3590-0193-9","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Хуго ван дер Гуса. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143077","http://www.belygorod.ru/b/N20528143077.jpg","Всемирный музей","400.0","333.0","o","2013-06-06"
"Всемирный музей / малотиражная серия/","Эль Греко","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х3","978-5-3590-0243-1","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Эль Греко. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143065","http://www.belygorod.ru/b/N20528143065.jpg","Всемирный музей","400.0","286.0","o","2019-04-13"
"Всемирный музей / малотиражная серия/","Ян Брейгель Старший","----------","Белый город. Воскресный день","2018","8","репродукция","310х418х5","978-5-3590-0189-2","8","Предлагаем любителям живописи подборку репродукций восьми лучших картин знаменитого зарубежного художника Яна Брейгеля Старшего. Исполненные на высоком полиграфическом уровне, они станут своеобразным «музеем на дому».","20528143060","http://www.belygorod.ru/b/N20528143060.jpg","Всемирный музей","400.0","286.0","o","2013-04-19"
"Главные христианские книги","Архистратиг Михаил и непобедимое Воинство Небесное","----------","ДАРЪ","2018","64","мягкий переплет","120х200х4","978-5-485-00355-5","50","Архангелу Михаилу молятся о помощи против диавола во время вражеских нападений и духовной брани, при входе в новый дом и начале строительства, о покровительстве от воров, о спасении и сохранении России, а также в начале дня и перед сном.","00202048001","http://www.belygorod.ru/b/N00202048001.jpg","Главные христианские книги","70.0","58.0","o","2020-05-11"
"Главные христианские книги","Покровительство Пресвятой Богородицы","Олейникова Т. С., сост.","ДАРЪ","2010","336","твердый переплет","120х200х19","978-5-485-00267-1","18","В книге рассказывается, перед какими иконами Пресвятой Богородицы следует молиться для избавления от бед, скорбей, напастей, от различных заболеваний и от наветов вражиих. Указаны даты церковных праздников, посвященных этим иконам.","00204048397","http://www.belygorod.ru/b/N00204048397.jpg","Главные христианские книги","150.0","115.0","o","2019-10-24"
"Главные христианские книги","Толковая Библия Лопухина в 7-ми т. - т. 2","Под ред. Лопухина А. П.","ДАРЪ","2015","1 056","твердый переплет","168х240х49","978-5-485-00271-8","2","Толковая Библия, или комментарии на все книги Св. Писания Ветхого и Нового Завета под редакцией А.П. Лопухина.","00204048391","http://www.belygorod.ru/b/N00204048391.jpg","Главные христианские книги","1415.0","1088.0","o","2016-05-26"
"Главные христианские книги","Толковая Библия Лопухина в 7-ми т. - т. 3","Под ред. Лопухина А. П.","ДАРЪ","2015","960","твердый переплет","168х240х48","978-5-485-00272-5","2","Толковая Библия, или комментарии на все книги Св. Писания Ветхого и Нового Завета под редакцией А.П. Лопухина.","00204048392","http://www.belygorod.ru/b/N00204048392.jpg","Главные христианские книги","1415.0","1088.0","o","2014-03-07"
"Главные христианские книги","Толковая Библия Лопухина в 7-ми т. - т. 4","Под ред. Лопухина А. П.","ДАРЪ","2015","1 168","твердый переплет","168х240х57","978-5-485-00273-2","2","Толковая Библия, или комментарии на все книги Св. Писания Ветхого и Нового Завета под редакцией А.П. Лопухина.","00204048393","http://www.belygorod.ru/b/N00204048393.jpg","Главные христианские книги","1415.0","1011.0","o","2012-06-04"
"Главные христианские книги","Толковая Библия Лопухина в 7-ми т. - т. 5","Под ред. Лопухина А. П.","ДАРЪ","2015","992","твердый переплет","168х240х46","978-5-485-00274-9","2","Толковая Библия, или комментарии на все книги Св. Писания Ветхого и Нового Завета под редакцией А.П. Лопухина.","00204048394","http://www.belygorod.ru/b/N00204048394.jpg","Главные христианские книги","1415.0","1179.0","o","2011-07-27"
"Главные христианские книги","Толковая Библия Лопухина в 7-ми т. - т. 7","Под ред. Лопухина А. П.","ДАРЪ","2009","1 296","твердый переплет","168х240х63","978-5-485-00276-3","3","Толковая Библия, или комментарии на все книги Св. Писания Ветхого и Нового Завета под редакцией А.П. Лопухина.","00204048396","http://www.belygorod.ru/b/N00204048396.jpg","Главные христианские книги","1415.0","1011.0","o","2018-04-23"
"Города россии","Плес. Город художников и поэтов","Козлова Д.Н. и др.","Белый Город","2014","16","брошюра","200х280х2","978-5-9067-2622-3","100","Плес — жемчужина Волги, один из старейших и красивейших пунктов Золотого кольца России. Природа Плеса и его окрестностей вдохновляла многих русских художников и поэтов Местные жители говорят: «Плес прославил Левитана. Левитан прославил Плес».","23515137001","http://www.belygorod.ru/b/N23515137001.jpg","Города России","79.0","61.0","o","2015-02-14"
"Грани русской цивилизации /малотиражная серия/","Кто мы? Державная воля и русская доля","Разумовский Ф. В.","Белый город. Воскресный день","2018","62","мягкий переплет","220х294х4","978-5-7793-4684-9","8","Когда в России начала ХХ века распалась монархическая и религиозная идея народа, крестьянство отвернулось от монархии. Началась Смута – она же гражданская война. На волне гражданской войны к власти пришла «партия нового типа» во главе с Лениным.","20502132004","http://www.belygorod.ru/b/N20502132004.jpg","Грани русской цивилизации","602.0","502.0","o","2017-05-07"
"Грани русской цивилизации /малотиражная серия/","Кто мы? Жили-были славяне","Разумовский Ф. В.","Белый город. Воскресный день","2018","96","мягкий переплет","220х294х6","978-5-7793-4584-2","8","Книга известного историка и телеведущего Ф. Разумовского «Жилибыли славяне» посвящена историческим судьбам России и Украины. Это неожиданные, часто парадоксальные размышления о том, что нас связывает, роднит, и одновременно – о том, что нас разделяет","20502132001","http://www.belygorod.ru/b/N20502132001.jpg","Грани русской цивилизации","917.0","655.0","o","2015-02-16"
"Грани русской цивилизации /малотиражная серия/","Кто мы? Кровь на русской равнине","Разумовский Ф. В.","Белый город. Воскресный день","2018","200","мягкий переплет","220х294х10","978-5-7793-4682-5","8","Когда в России начала ХХ века распалась монархическая и религиозная идея народа, крестьянство отвернулось от монархии. Началась Смута – она же гражданская война. На волне гражданской войны к власти пришла «партия нового типа» во главе с Лениным.","20502132003","http://www.belygorod.ru/b/N20502132003.jpg","Грани русской цивилизации","1869.0","1335.0","o","2019-04-16"
"Грани русской цивилизации /малотиражная серия/","Кто мы? Преданная война","Разумовский Ф. В.","Белый город. Воскресный день","2018","172","мягкий переплет","220х294х9","978-5-7793-4983-3","8","Первая мировая война потребовала от России громадных усилий и жертв. Но патриотический порыв первых месяцев быстро иссяк. Возникает ситуация поистине парадоксальная: приближаясь к победе страна погружается в глубочайший политический и духовный кризис.","20502132006","http://www.belygorod.ru/b/N20502132006.jpg","Грани русской цивилизации","1925.0","1481.0","o","2016-09-10"
"Грани русской цивилизации /малотиражная серия/","Кто мы? Реформы по-русски","Разумовский Ф. В.","Белый город. Воскресный день","2018","152","мягкий переплет","220х294х8","978-5-7793-4541-5","8","Книга известного историка и телеведущего Ф. Разумовского «Реформы по-русски» – это попытка осмысления реформ, происходящих в Русском государстве, начиная со времени князя Андрея Боголюбского, императора Петра I и заканчивая реформами М. Горбачева.","20509132002","http://www.belygorod.ru/b/N20509132002.jpg","Грани русской цивилизации","1428.0","1190.0","o","2015-07-08"
"Декорация интерьеров  /малотиражная серия/","Апартаменты Борджиа в Ватикане","Милюгина Е. Г.","Белый город. Воскресный день","2018","54","мягкий переплет","215х298х3","978-5-7793-4889-8","16","Альбом знакомит читателя с художественным оформлением апартаментов Борджиа в папском дворце Ватикана. Эти интерьеры известны уникальными красочными росписями, выполненными в конце XV века художником Бернардино Пинтуриккьо и мастерами его школы.","20502157006","http://www.belygorod.ru/b/N20502157006.jpg","Декорации интерьеров","920.0","708.0","o","2015-11-20"
"Декорация интерьеров  /малотиражная серия/","Библиотека Ватикана. Зал бракосочетания Альдобрандини. Зал Александра. Зал славословий","Киселев А. К.","Белый город. Воскресный день","2018","64","мягкий переплет","215х298х4","978-5-7793-4785-3","8","Ватиканская апостольская библиотека – крупнейшая сокровищница рукописей и книг, исторических и художественных ценностей. В книге показано декоративное убранство Зала бракосочетания Альдобрандини, Зала Александра и Зала славословий.","20502157003","http://www.belygorod.ru/b/N20502157003.jpg","Декорации интерьеров","1080.0","771.0","o","2017-10-01"
"Декорация интерьеров  /малотиражная серия/","Библиотека Ватикана. Капелла Пия V. Апартаменты Пия V, часовня Михаила","Киселев А. К.","Белый город. Воскресный день","2018","76","мягкий переплет","215х298х4","978-5-7793-4786-0","8","Ватиканская апостольская библиотека – крупнейшая сокровищница рукописей и книг, исторических и художественных ценностей. Но художественной ценностью обладает и сама библиотека. В книге показано декоративное убранство Капеллы Пия V и часовни Михаила.","20502157002","http://www.belygorod.ru/b/N20502157002.jpg","Декорации интерьеров","1270.0","1058.0","o","2011-03-24"
"Декорация интерьеров  /малотиражная серия/","Библиотека Ватикана. Сикстинский салон. Зал папирусов","Киселев А. К.","Белый город. Воскресный день","2018","76","мягкий переплет","215х298х5","978-5-7793-4784-6","8","Ватиканская апостольская библиотека – крупнейшая сокровищница рукописей и книг, исторических и художественных ценностей. Художественной ценностью обладает и сама библиотека. В книге показано декоративное убранство Сикстинского салона и Зала папирусов.","20502157001","http://www.belygorod.ru/b/N20502157001.jpg","Декорации интерьеров","1270.0","977.0","o","2014-03-01"
"Декорация интерьеров  /малотиражная серия/","Галерея географических карт. Музеи Ватикана","Киселев А. К.","Белый город. Воскресный день","2018","154","мягкий переплет","215х298х8","978-5-7793-4807-2","8","Читателям дана уникальная возможность рассмотреть росписи интерьеров этой галереи в деталях. Книга будет интересна художникам, архитекторам, искусствоведам и людям, интересующимся мировой художественной культурой.","20502156002","http://www.belygorod.ru/b/N20502156002.jpg","Декорации интерьеров","2520.0","2100.0","o","2012-02-10"
"Декорация интерьеров  /малотиражная серия/","Галерея канделябров в Ватикане. Галерея канделябров и Зал колесницы","Милюгина Е. Г.","Белый город. Воскресный день","2018","102","мягкий переплет","215х298х5","978-5-7793-4888-1","8","Альбом знакомит читателя с интерьерами Галереи канделябров и Зала колесницы – музеев, расположенных в папском дворце Ватикана. Книга будет интересна художникам, архитекторам, декораторам и людям, изучающим мировую художественную культуру.","20502157005","http://www.belygorod.ru/b/N20502157005.jpg","Декорации интерьеров","1690.0","1408.0","o","2010-10-19"
